Occupant Config,,,Crash Config,Sensor accuracy: adaptive system,,,,Non-adaptive system,,Seatbelt Component
78,1722,159.6666667,56,0.290229752,0.435344628,0.284240433,0.426360649,0.404460305,0.606690457,CLL
78,1722,167.3333333,40,0.047224831,0.070837246,0.061752032,0.092628048,0.065408898,0.098113347,CLL
78,1722,167.3333333,50,0.130389125,0.195583688,0.138769699,0.208154549,0.163655779,0.245483669,CLL
78,1722,167.3333333,56,0.208586847,0.312880271,0.208333366,0.312500048,0.242632694,0.363949041,CLL
78,1722,175,40,0.01082629,0.016239434,0.012705743,0.019058615,0.029641867,0.0444628,CLL
78,1722,175,50,0.055093491,0.082640237,0.053059055,0.079588583,0.042896626,0.064344938,CLL
78,1722,175,56,0.113452697,0.170179045,0.111475848,0.167213773,0.094756192,0.142134289,CLL
78,1722,181.5,40,0.030819893,0.046229839,0.029111624,0.043667436,0.030654609,0.045981914,CLL
78,1722,181.5,50,0.039870858,0.059806287,0.041654229,0.062481344,0.055506597,0.083259895,CLL
78,1722,181.5,56,0.079187724,0.118781585,0.079275022,0.118912533,0.090688335,0.136032503,CLL
78,1722,188,40,0.007142484,0.010713726,0.00618124,0.00927186,0.010128361,0.015192541,CLL
78,1722,188,50,0.013143659,0.019715488,0.013042986,0.01956448,0.018542656,0.027813983,CLL
78,1722,188,56,0.029781314,0.044671971,0.030431157,0.045646736,0.046897169,0.070345754,CLL
78,1816,152,40,0.045387626,0.068081439,0.055382133,0.083073199,0.141934408,0.212901611,CLL
78,1816,152,50,0.165751027,0.248626541,0.167825201,0.251737801,0.307495022,0.461242533,CLL
78,1816,152,56,0.340770296,0.511155444,0.340252822,0.510379233,0.556695201,0.835042801,CLL
78,1816,159.6666667,40,0.063673697,0.095510546,0.072550446,0.108825669,0.124023035,0.186034553,CLL
78,1816,159.6666667,50,0.177757278,0.266635916,0.177039872,0.265559808,0.313673928,0.470510893,CLL
78,1816,159.6666667,56,0.337237042,0.505855563,0.328000054,0.49200008,0.435587163,0.653380744,CLL
78,1816,167.3333333,40,0.052462034,0.078693051,0.054358527,0.081537791,0.085786021,0.128679032,CLL
78,1816,167.3333333,50,0.130566155,0.195849232,0.133921026,0.200881539,0.193787911,0.290681866,CLL
78,1816,167.3333333,56,0.28686027,0.430290405,0.298548427,0.447822641,0.281640705,0.422461058,CLL
78,1816,175,40,0.0141927,0.021289051,0.014138579,0.021207869,0.033751786,0.050627679,CLL
78,1816,175,50,0.042583048,0.063874573,0.075344723,0.113017084,0.063864826,0.095797239,CLL
78,1816,175,56,0.156922363,0.235383544,0.145958614,0.218937921,0.128498436,0.192747654,CLL
78,1816,181.5,40,0.020564973,0.03084746,0.030278921,0.045418382,0.031602085,0.047403127,CLL
78,1816,181.5,50,0.050068624,0.075102936,0.048739642,0.073109462,0.066828199,0.100242298,CLL
78,1816,181.5,56,0.132147559,0.198221338,0.151153646,0.226730469,0.111079171,0.166618756,CLL
78,1816,188,40,0.002231181,0.003346771,0.004718244,0.007077366,0.014736268,0.022104402,CLL
78,1816,188,50,0.022908465,0.034362698,0.026862956,0.040294434,0.029076355,0.043614533,CLL
78,1816,188,56,0.042204783,0.063307174,0.058873971,0.088310957,0.050079528,0.075119293,CLL
89.6,1440,167.3333333,40,0.041442394,0.062163591,0.041830003,0.062745005,0.065847352,0.098771028,CLL
89.6,1440,167.3333333,50,0.156198199,0.234297299,0.156771217,0.235156826,0.170114158,0.255171237,CLL
89.6,1440,167.3333333,56,0.182244071,0.273366106,0.180170223,0.270255335,0.292037129,0.438055694,CLL
89.6,1440,175,40,0.024359643,0.036539465,0.024157584,0.036236376,0.020020604,0.030030906,CLL
89.6,1440,175,50,0.020342469,0.030513704,0.019913018,0.029869527,0.040005966,0.06000895,CLL
89.6,1440,175,56,0.03544926,0.05317389,0.052883038,0.079324557,0.107375002,0.161062503,CLL
89.6,1534,167.3333333,40,0.041372362,0.062058543,0.042719039,0.064078559,0.078514852,0.117772278,CLL
89.6,1534,167.3333333,50,0.1800678,0.2701017,0.163155916,0.244733874,0.192064089,0.288096134,CLL
89.6,1534,167.3333333,56,0.210903873,0.31635581,0.208421531,0.312632297,0.293025039,0.439537558,CLL
89.6,1534,175,40,0.010608912,0.015913367,0.01052779,0.015791684,0.019520223,0.029280335,CLL
89.6,1534,175,50,0.03014512,0.04521768,0.035372055,0.053058083,0.039697204,0.059545806,CLL
89.6,1534,175,56,0.115741301,0.173611952,0.108392822,0.162589232,0.125926106,0.188889159,CLL
89.6,1628,167.3333333,40,0.05281101,0.079216515,0.05838414,0.08757621,0.096535209,0.144802813,CLL
89.6,1628,167.3333333,50,0.17319153,0.259787295,0.174194262,0.261291392,0.181182304,0.271773457,CLL
89.6,1628,167.3333333,56,0.2649315,0.39739725,0.267008562,0.400512842,0.292795497,0.439193246,CLL
89.6,1628,175,40,0.033650815,0.050476223,0.033386171,0.050079256,0.024166882,0.036250323,CLL
89.6,1628,175,50,0.033600067,0.050400101,0.036140171,0.054210256,0.048534437,0.072801656,CLL
89.6,1628,175,56,0.161393262,0.242089892,0.16477597,0.247163955,0.135355827,0.20303374,CLL
89.6,1628,181.5,40,0.044513524,0.066770285,0.04331404,0.06497106,0.035682082,0.053523123,CLL
89.6,1628,181.5,50,0.045107305,0.067660958,0.050674081,0.076011121,0.05378298,0.08067447,CLL
89.6,1628,181.5,56,0.090529772,0.135794657,0.096327543,0.144491315,0.107257559,0.160886338,CLL
89.6,1628,188,40,0.008474886,0.01271233,0.017761111,0.026641667,0.005660713,0.008491069,CLL
89.6,1628,188,50,0.006749387,0.010124081,0.043900235,0.065850352,0.016438719,0.024658078,CLL
89.6,1628,188,56,0.102012649,0.153018973,0.147361337,0.221042006,0.087538837,0.131308256,CLL
89.6,1722,167.3333333,40,0.05942404,0.08913606,0.061203713,0.09180557,0.093002269,0.139503403,CLL
89.6,1722,167.3333333,50,0.146702514,0.220053772,0.144284596,0.216426893,0.212746356,0.319119534,CLL
89.6,1722,167.3333333,56,0.282052087,0.42307813,0.28076681,0.421150215,0.288177905,0.432266858,CLL
89.6,1722,175,40,0.067783416,0.101675123,0.069518626,0.104277939,0.03062439,0.045936584,CLL
89.6,1722,175,50,0.041272018,0.061908027,0.042865795,0.064298693,0.049887776,0.074831665,CLL
89.6,1722,175,56,0.215548813,0.323323219,0.373614151,0.560421226,0.123778141,0.185667211,CLL
89.6,1722,181.5,40,0.025357664,0.038036495,0.023253798,0.034880698,0.036559999,0.054839998,CLL
89.6,1722,181.5,50,0.055998504,0.083997756,0.059506297,0.089259446,0.063083212,0.094624818,CLL
89.6,1722,181.5,56,0.117377894,0.176066841,0.11765555,0.176483325,0.125403513,0.18810527,CLL
89.6,1722,188,40,0.009919643,0.014879465,0.009135902,0.013703853,0.00797987,0.011969805,CLL
89.6,1722,188,50,0.015376998,0.023065498,0.007760747,0.01164112,0.02384251,0.035763764,CLL
89.6,1722,188,56,0.051526203,0.077289305,0.051133205,0.076699807,0.097371801,0.146057702,CLL
89.6,1816,167.3333333,40,0.06674031,0.100110465,0.067699064,0.101548596,0.119623034,0.179434551,CLL
89.6,1816,167.3333333,50,0.164233608,0.246350412,0.167402338,0.251103506,0.217545637,0.326318456,CLL
89.6,1816,167.3333333,56,0.506753415,0.760130123,0.541985347,0.812978021,0.329636193,0.49445429,CLL
89.6,1816,175,40,0.017968178,0.026952267,0.026121274,0.039181911,0.034648668,0.051973002,CLL
89.6,1816,175,50,0.134618637,0.201927955,0.140024051,0.210036077,0.069021204,0.103531806,CLL
89.6,1816,175,56,0.393262309,0.589893464,0.459160158,0.688740237,0.349043841,0.523565762,CLL
89.6,1816,181.5,40,0.029011071,0.043516606,0.028756618,0.043134928,0.037414134,0.0561212,CLL
89.6,1816,181.5,50,0.063673833,0.09551075,0.068515102,0.102772654,0.083448221,0.125172331,CLL
89.6,1816,181.5,56,0.118582175,0.177873262,0.11974449,0.179616735,0.376821256,0.565231884,CLL
89.6,1816,188,40,0.006553829,0.009830743,0.007579923,0.011369884,0.01262635,0.018939525,CLL
89.6,1816,188,50,0.025809169,0.038713753,0.027144074,0.040716112,0.026080631,0.039120947,CLL
89.6,1816,188,56,0.052776578,0.079164867,0.057915303,0.086872955,0.178732292,0.268098438,CLL
101.2,1440,175,40,0.01005909,0.015088635,0.010487707,0.01573156,0.023300469,0.034950703,CLL
101.2,1440,175,50,0.043661416,0.065492123,0.047707796,0.071561694,0.062708429,0.094062644,CLL
101.2,1440,175,56,0.085036356,0.127554533,0.074864332,0.112296498,0.138871293,0.208306939,CLL
101.2,1534,175,40,0.014568627,0.02185294,0.014864028,0.022296041,0.023896396,0.035844594,CLL
101.2,1534,175,50,0.043965917,0.065948876,0.082501996,0.123752994,0.07114235,0.106713525,CLL
101.2,1534,175,56,0.143153711,0.214730566,0.133547186,0.200320779,0.153693629,0.230540443,CLL
101.2,1628,175,40,0.054665726,0.081998589,0.048901498,0.073352247,0.028506041,0.042759061,CLL
101.2,1628,175,50,0.062720024,0.094080036,0.064497156,0.096745734,0.081110469,0.121665704,CLL
101.2,1628,175,56,0.180386219,0.270579329,0.179756097,0.269634145,0.172480683,0.258721025,CLL
101.2,1628,181.5,40,0.028741717,0.043112575,0.02724702,0.04087053,0.041719258,0.062578887,CLL
101.2,1628,181.5,50,0.060674846,0.091012269,0.061263442,0.091895163,0.068375693,0.102563539,CLL
101.2,1628,181.5,56,0.171338878,0.257008317,0.166535087,0.249802631,0.149532931,0.224299396,CLL
101.2,1628,188,40,0.028468192,0.042702287,0.023651898,0.035477847,0.004670024,0.007005036,CLL
101.2,1628,188,50,0.018030286,0.027045429,0.032065156,0.048097734,0.031887326,0.047830989,CLL
101.2,1628,188,56,0.098001035,0.147001553,0.103511398,0.155267096,0.128077993,0.19211699,CLL
101.2,1722,175,40,0.025365492,0.038048239,0.062637066,0.093955599,0.037368225,0.056052338,CLL
101.2,1722,175,50,0.117442251,0.176163376,0.112926209,0.169389313,0.142805172,0.214207758,CLL
101.2,1722,175,56,0.233182735,0.349774102,0.206867552,0.310301328,0.277380488,0.416070733,CLL
101.2,1722,181.5,40,0.044949532,0.067424297,0.048497438,0.072746158,0.042488515,0.063732773,CLL
101.2,1722,181.5,50,0.083212673,0.124819009,0.096212985,0.144319477,0.104685724,0.157028586,CLL
101.2,1722,181.5,56,0.14153962,0.21230943,0.140775937,0.211163905,0.386232752,0.579349128,CLL
101.2,1722,188,40,0.018427849,0.027641773,0.016847014,0.025270522,0.007033944,0.010550916,CLL
101.2,1722,188,50,0.008527637,0.012791455,0.005163729,0.007745594,0.038570247,0.05785537,CLL
101.2,1722,188,56,0.115066363,0.172599545,0.128398544,0.192597816,0.164777988,0.247166982,CLL
101.2,1816,175,40,0.073894262,0.110841393,0.068229437,0.102344155,0.04936113,0.074041694,CLL
101.2,1816,175,50,0.131556703,0.197335055,0.131277939,0.196916908,0.155641473,0.23346221,CLL
101.2,1816,175,56,0.234646358,0.351969537,0.235060794,0.352591191,0.501417074,0.752125611,CLL
101.2,1816,181.5,40,0.043106318,0.064659476,0.047435701,0.071153551,0.043330073,0.06499511,CLL
101.2,1816,181.5,50,0.08670791,0.130061866,0.086832243,0.130248365,0.20633199,0.309497985,CLL
101.2,1816,181.5,56,0.142219654,0.21332948,0.141522056,0.212283084,0.540958088,0.811437132,CLL
101.2,1816,188,40,0.005235374,0.007853061,0.005431354,0.008147031,0.013856173,0.020784259,CLL
101.2,1816,188,50,0.030254622,0.045381933,0.024474976,0.036712465,0.192316348,0.288474522,CLL
101.2,1816,188,56,0.067697315,0.101545972,0.065266375,0.097899562,0.436555044,0.654832567,CLL
49,1440,152,40,0.007093012,0.010639518,0.007695138,0.011542708,0.011695743,0.017543614,CLL
49,1440,152,50,0.020393179,0.030589768,0.018327218,0.027490827,0.016727548,0.025091322,CLL
49,1440,152,56,0.037699864,0.056549795,0.037699504,0.056549256,0.089937504,0.134906256,CLL
49,1440,159.6666667,40,0.004961431,0.007442147,0.004672825,0.007009238,0.02214849,0.033222735,CLL
49,1440,159.6666667,50,0.033575753,0.05036363,0.038959035,0.058438553,0.035248637,0.052872956,CLL
49,1440,159.6666667,56,0.104088599,0.156132899,0.122619045,0.183928568,0.128839011,0.193258516,CLL
49,1534,152,40,0.007051647,0.01057747,0.007258177,0.010887265,0.011482239,0.017223358,CLL
49,1534,152,50,0.012023509,0.018035263,0.016532463,0.024798694,0.016542663,0.024813995,CLL
49,1534,152,56,0.024162111,0.036243166,0.032551545,0.048827317,0.075614122,0.113421184,CLL
49,1534,159.6666667,40,0.012261808,0.018392712,0.013035834,0.019553751,0.023283124,0.034924686,CLL
49,1534,159.6666667,50,0.0696119,0.10441785,0.064511039,0.096766558,0.046285518,0.069428276,CLL
49,1534,159.6666667,56,0.088291033,0.13243655,0.124188068,0.186282102,0.15407716,0.23111574,CLL
49,1628,152,40,0.001751781,0.002627671,0.001906574,0.002859861,0.015562356,0.023343533,CLL
49,1628,152,50,0.012759686,0.019139528,0.015740037,0.023610055,0.02389197,0.035837955,CLL
49,1628,152,56,0.093025736,0.139538604,0.092882433,0.139323649,0.12807419,0.192111284,CLL
49,1628,159.6666667,40,0.012096167,0.01814425,0.012292862,0.018439293,0.024462163,0.036693245,CLL
49,1628,159.6666667,50,0.08355083,0.125326245,0.106549556,0.159824334,0.071776497,0.107664746,CLL
49,1628,159.6666667,56,0.199535568,0.299303352,0.224178042,0.336267063,0.180293544,0.270440317,CLL
49,1722,152,40,0.011683702,0.017525554,0.011816561,0.017724842,0.023064613,0.03459692,CLL
49,1722,152,50,0.101668663,0.152502994,0.09618606,0.14427909,0.083642896,0.125464343,CLL
49,1722,152,56,0.185274379,0.277911569,0.201409154,0.302113732,0.226990316,0.340485473,CLL
49,1722,159.6666667,40,0.024299204,0.036448807,0.024249077,0.036373615,0.025652826,0.038479239,CLL
49,1722,159.6666667,50,0.049206853,0.073810279,0.049174207,0.07376131,0.108925122,0.163387684,CLL
49,1722,159.6666667,56,0.134129517,0.201194276,0.133014676,0.199522013,0.218608035,0.327912053,CLL
49,1816,152,40,0.050360203,0.075540304,0.050356865,0.075535297,0.055111984,0.082667976,CLL
49,1816,152,50,0.157688862,0.236533294,0.168555981,0.252833971,0.178070017,0.267105026,CLL
49,1816,152,56,0.303772146,0.45565822,0.303779744,0.455669616,0.322207039,0.483310559,CLL
49,1816,159.6666667,40,0.024208956,0.036313434,0.028724958,0.043087437,0.026809573,0.04021436,CLL
49,1816,159.6666667,50,0.109614622,0.164421933,0.134343671,0.201515506,0.153094409,0.229641614,CLL
49,1816,159.6666667,56,0.247089026,0.370633539,0.247089678,0.370634516,0.273828871,0.410743306,CLL
58.66666667,1440,152,40,0.011410713,0.01711607,0.015488863,0.023233294,0.011944175,0.017916262,CLL
58.66666667,1440,152,50,0.062837546,0.094256318,0.111001162,0.166501743,0.017390788,0.026086181,CLL
58.66666667,1440,152,56,0.031842411,0.047763616,0.031838655,0.047757983,0.070930872,0.106396308,CLL
58.66666667,1440,159.6666667,40,0.011364162,0.017046243,0.012155294,0.018232942,0.026941419,0.040412128,CLL
58.66666667,1440,159.6666667,50,0.079463246,0.119194869,0.075564367,0.113346551,0.072521485,0.108782227,CLL
58.66666667,1440,159.6666667,56,0.138000384,0.207000576,0.189011699,0.283517548,0.167359539,0.251039308,CLL
58.66666667,1440,167.3333333,40,0.013224661,0.019836992,0.013193786,0.019790679,0.026066542,0.039099813,CLL
58.66666667,1440,167.3333333,50,0.03643328,0.054649919,0.042879549,0.064319323,0.062890549,0.094335823,CLL
58.66666667,1440,167.3333333,56,0.079151153,0.118726729,0.084319814,0.12647972,0.134352337,0.201528506,CLL
58.66666667,1440,175,40,0.000927567,0.001391351,0.002214432,0.003321648,0.012652874,0.018979311,CLL
58.66666667,1440,175,50,0.009361207,0.014041811,0.010029912,0.015044868,0.018474817,0.027712226,CLL
58.66666667,1440,175,56,0.0316844,0.047526599,0.059187011,0.088780516,0.054641557,0.081962336,CLL
58.66666667,1534,152,40,0.005935483,0.008903225,0.006218001,0.009327002,0.011744201,0.017616302,CLL
58.66666667,1534,152,50,0.020182133,0.030273199,0.020363688,0.030545533,0.016450644,0.024675965,CLL
58.66666667,1534,152,56,0.036607206,0.054910809,0.038004994,0.057007492,0.085762664,0.128643996,CLL
58.66666667,1534,159.6666667,40,0.011235714,0.016853571,0.01139015,0.017085224,0.028088212,0.042132318,CLL
58.66666667,1534,159.6666667,50,0.076501364,0.114752046,0.105558972,0.158338458,0.089399496,0.134099244,CLL
58.66666667,1534,159.6666667,56,0.101187871,0.151781807,0.100641062,0.150961592,0.185643482,0.278465222,CLL
58.66666667,1534,167.3333333,40,0.00977242,0.01465863,0.010064483,0.015096724,0.027371466,0.041057199,CLL
58.66666667,1534,167.3333333,50,0.093005096,0.139507644,0.091155987,0.136733981,0.078770154,0.118155231,CLL
58.66666667,1534,167.3333333,56,0.101227669,0.151841504,0.103435417,0.155153125,0.139722281,0.209583422,CLL
58.66666667,1534,175,40,0.005046725,0.007570088,0.00499779,0.007496685,0.012608528,0.018912792,CLL
58.66666667,1534,175,50,0.017910719,0.026866078,0.020443439,0.030665159,0.018612878,0.027919317,CLL
58.66666667,1534,175,56,0.0448567,0.06728505,0.034155307,0.05123296,0.058300812,0.087451218,CLL
58.66666667,1628,152,40,0.006854832,0.010282248,0.011543334,0.017315,0.016373396,0.024560094,CLL
58.66666667,1628,152,50,0.042404294,0.063606441,0.041851223,0.062776834,0.024679651,0.037019477,CLL
58.66666667,1628,152,56,0.046689381,0.070034071,0.048127601,0.072191401,0.14889917,0.223348756,CLL
58.66666667,1628,159.6666667,40,0.037312567,0.055968851,0.04039073,0.060586095,0.029267669,0.043901503,CLL
58.66666667,1628,159.6666667,50,0.04659903,0.069898546,0.057235424,0.085853136,0.114903035,0.172354552,CLL
58.66666667,1628,159.6666667,56,0.142855745,0.214283618,0.136697126,0.205045689,0.22040342,0.33060513,CLL
58.66666667,1628,167.3333333,40,0.016637981,0.024956971,0.015864432,0.023796648,0.028676569,0.043014854,CLL
58.66666667,1628,167.3333333,50,0.065798993,0.098698489,0.067376269,0.101064404,0.091613453,0.137420179,CLL
58.66666667,1628,167.3333333,56,0.100682739,0.151024108,0.105108048,0.157662072,0.167450471,0.251175707,CLL
58.66666667,1628,175,40,0.004964948,0.007447422,0.004498243,0.006747365,0.018640757,0.027961135,CLL
58.66666667,1628,175,50,0.02070948,0.03106422,0.022799586,0.034199379,0.029304819,0.043957229,CLL
58.66666667,1628,175,56,0.05244336,0.07866504,0.053368451,0.080052676,0.073354491,0.110031737,CLL
58.66666667,1722,152,40,0.040928566,0.06139285,0.046570138,0.069855207,0.02480334,0.037205011,CLL
58.66666667,1722,152,50,0.056074202,0.084111303,0.055255413,0.08288312,0.081841031,0.122761547,CLL
58.66666667,1722,152,56,0.124770639,0.187155958,0.124983945,0.187475917,0.230908544,0.346362816,CLL
58.66666667,1722,159.6666667,40,0.018159211,0.027238816,0.01873529,0.028102934,0.03042978,0.045644671,CLL
58.66666667,1722,159.6666667,50,0.065147557,0.097721335,0.065237754,0.097856631,0.14505398,0.21758097,CLL
58.66666667,1722,159.6666667,56,0.193217525,0.289826288,0.179714933,0.2695724,0.275045398,0.412568098,CLL
58.66666667,1722,167.3333333,40,0.011233449,0.016850173,0.011391222,0.017086834,0.029972494,0.04495874,CLL
58.66666667,1722,167.3333333,50,0.058641241,0.087961862,0.058190459,0.087285688,0.113515387,0.170273081,CLL
58.66666667,1722,167.3333333,56,0.144435349,0.216653023,0.160015914,0.240023872,0.187558344,0.281337517,CLL
58.66666667,1722,175,40,0.007299423,0.010949135,0.00893259,0.013398886,0.027690887,0.041536331,CLL
58.66666667,1722,175,50,0.021516562,0.032274842,0.018059492,0.027089238,0.04626259,0.069393885,CLL
58.66666667,1722,175,56,0.075664737,0.113497106,0.075596558,0.113394837,0.10433951,0.156509266,CLL
58.66666667,1816,152,40,0.057157325,0.085735988,0.056377649,0.084566474,0.045998662,0.068997993,CLL
58.66666667,1816,152,50,0.158684618,0.238026927,0.149858904,0.224788356,0.196331281,0.294496921,CLL
58.66666667,1816,152,56,0.319982101,0.479973151,0.327424195,0.491136292,0.368262059,0.552393089,CLL
58.66666667,1816,159.6666667,40,0.02689898,0.04034847,0.02775985,0.041639775,0.050648387,0.075972581,CLL
58.66666667,1816,159.6666667,50,0.182159717,0.273239575,0.187935887,0.28190383,0.194570547,0.29185582,CLL
58.66666667,1816,159.6666667,56,0.263761997,0.395642995,0.295847687,0.44377153,0.309749459,0.464624189,CLL
58.66666667,1816,167.3333333,40,0.019212991,0.028819486,0.046419654,0.069629481,0.036443251,0.054664877,CLL
58.66666667,1816,167.3333333,50,0.070141261,0.105211892,0.07015985,0.105239775,0.136338916,0.204508373,CLL
58.66666667,1816,167.3333333,56,0.178014143,0.267021214,0.186685603,0.280028404,0.230301356,0.345452033,CLL
58.66666667,1816,175,40,0.00991255,0.014868826,0.016456127,0.024684191,0.032556236,0.048834354,CLL
58.66666667,1816,175,50,0.016232276,0.024348414,0.030850288,0.046275432,0.069896332,0.104844497,CLL
58.66666667,1816,175,56,0.070427399,0.105641098,0.098603235,0.147904853,0.133783442,0.200675164,CLL
68.33333333,1440,152,40,0.020361245,0.030541867,0.018217146,0.02732572,0.013038993,0.019558489,CLL
68.33333333,1440,152,50,0.031302869,0.046954304,0.03187269,0.047809035,0.039511124,0.059266686,CLL
68.33333333,1440,152,56,0.051315685,0.076973527,0.048908499,0.073362749,0.219391043,0.329086565,CLL
68.33333333,1440,159.6666667,40,0.05749274,0.08623911,0.073575731,0.110363597,0.031724215,0.047586322,CLL
68.33333333,1440,159.6666667,50,0.051175773,0.07676366,0.052134693,0.078202039,0.131499019,0.197248529,CLL
68.33333333,1440,159.6666667,56,0.152507917,0.228761876,0.1909461,0.28641915,0.247250815,0.370876223,CLL
68.33333333,1440,167.3333333,40,0.025548637,0.038322955,0.029788256,0.044682384,0.0309273,0.046390951,CLL
68.33333333,1440,167.3333333,50,0.059681452,0.089522177,0.065731666,0.098597499,0.09436024,0.14154036,CLL
68.33333333,1440,167.3333333,56,0.103719494,0.155579241,0.108912486,0.163368729,0.166661934,0.249992901,CLL
68.33333333,1440,175,40,0.005014956,0.007522434,0.014755547,0.022133321,0.015109658,0.022664487,CLL
68.33333333,1440,175,50,0.020113528,0.030170292,0.020109713,0.03016457,0.024512315,0.036768472,CLL
68.33333333,1440,175,56,0.027299371,0.040949056,0.027888498,0.041832747,0.064061107,0.09609166,CLL
68.33333333,1534,152,40,0.022004843,0.033007264,0.02557379,0.038360685,0.013413727,0.020120591,CLL
68.33333333,1534,152,50,0.035164356,0.052746534,0.035716355,0.053574532,0.103298292,0.154947437,CLL
68.33333333,1534,152,56,0.059045689,0.088568534,0.059938076,0.089907114,0.276240803,0.414361205,CLL
68.33333333,1534,159.6666667,40,0.024047903,0.036071855,0.018400669,0.027601004,0.032865226,0.049297839,CLL
68.33333333,1534,159.6666667,50,0.058688798,0.088033198,0.058592081,0.087888122,0.14492573,0.217388595,CLL
68.33333333,1534,159.6666667,56,0.187390056,0.281085084,0.187737391,0.281606087,0.287583031,0.431374547,CLL
68.33333333,1534,167.3333333,40,0.015705049,0.023557574,0.01669246,0.025038689,0.032241702,0.048362553,CLL
68.33333333,1534,167.3333333,50,0.057315939,0.085973908,0.057931483,0.086897225,0.106150489,0.159225734,CLL
68.33333333,1534,167.3333333,56,0.109335346,0.164003019,0.110407641,0.165611461,0.186475711,0.279713566,CLL
68.33333333,1534,175,40,0.007087946,0.010631919,0.007547915,0.011321872,0.014460742,0.021691114,CLL
68.33333333,1534,175,50,0.022678297,0.034017445,0.026232394,0.039348591,0.023856451,0.035784676,CLL
68.33333333,1534,175,56,0.065960929,0.098941394,0.054165927,0.081248891,0.054680507,0.082020761,CLL
68.33333333,1628,152,40,0.014401317,0.021601975,0.020563483,0.030845225,0.018423021,0.027634531,CLL
68.33333333,1628,152,50,0.04542254,0.068133809,0.073254098,0.109881146,0.141331655,0.211997482,CLL
68.33333333,1628,152,56,0.098001809,0.147002714,0.182425491,0.273638237,0.304977293,0.457465939,CLL
68.33333333,1628,159.6666667,40,0.040903687,0.061355531,0.048036873,0.07205531,0.034024835,0.051037252,CLL
68.33333333,1628,159.6666667,50,0.114565002,0.171847503,0.136196806,0.204295208,0.165632872,0.248449308,CLL
68.33333333,1628,159.6666667,56,0.181215749,0.271823624,0.17797216,0.26695824,0.312344158,0.468516237,CLL
68.33333333,1628,167.3333333,40,0.025425315,0.038137972,0.027484,0.041226,0.033563733,0.0503456,CLL
68.33333333,1628,167.3333333,50,0.067773988,0.101660981,0.071853725,0.107780587,0.114434686,0.171652028,CLL
68.33333333,1628,167.3333333,56,0.141935437,0.212903156,0.138751546,0.208127319,0.201799518,0.302699276,CLL
68.33333333,1628,175,40,0.008709729,0.013064593,0.01374203,0.020613045,0.020231366,0.030347049,CLL
68.33333333,1628,175,50,0.04469651,0.067044765,0.044111252,0.066166878,0.031559666,0.047339499,CLL
68.33333333,1628,175,56,0.059879299,0.089818949,0.059498039,0.089247058,0.071277067,0.106915601,CLL
68.33333333,1628,181.5,40,0.01499331,0.022489965,0.015899181,0.023848772,0.024890542,0.037335813,CLL
68.33333333,1628,181.5,50,0.037441075,0.056161612,0.036828458,0.055242687,0.040825904,0.061238856,CLL
68.33333333,1628,181.5,56,0.053347481,0.080021222,0.054548025,0.081822037,0.076782749,0.115174123,CLL
68.33333333,1628,188,40,0.007061303,0.010591954,0.003440022,0.005160034,0.007069767,0.01060465,CLL
68.33333333,1628,188,50,0.005586505,0.008379757,0.005587935,0.008381903,0.003467023,0.005200535,CLL
68.33333333,1628,188,56,0.018914105,0.028371158,0.018569952,0.027854928,0.038685087,0.05802763,CLL
68.33333333,1722,152,40,0.02338741,0.035081114,0.083956732,0.125935098,0.027155995,0.040733993,CLL
68.33333333,1722,152,50,0.066278794,0.099418191,0.059737721,0.089606581,0.13834893,0.207523394,CLL
68.33333333,1722,152,56,0.165877795,0.248816692,0.173736802,0.260605204,0.385815939,0.578723909,CLL
68.33333333,1722,159.6666667,40,0.044656754,0.06698513,0.047866762,0.071800143,0.05249053,0.078735794,CLL
68.33333333,1722,159.6666667,50,0.120342935,0.180514402,0.123505284,0.185257926,0.207668132,0.311502198,CLL
68.33333333,1722,159.6666667,56,0.246048398,0.369072597,0.246010196,0.369015294,0.308146979,0.462220468,CLL
68.33333333,1722,167.3333333,40,0.026651859,0.039977789,0.028281689,0.042422533,0.048138721,0.072208081,CLL
68.33333333,1722,167.3333333,50,0.084717957,0.127076936,0.096845791,0.145268686,0.133334813,0.200002219,CLL
68.33333333,1722,167.3333333,56,0.166726691,0.250090037,0.170664824,0.255997236,0.220441472,0.330662209,CLL
68.33333333,1722,175,40,0.009065211,0.013597816,0.011549592,0.017324388,0.029086351,0.043629527,CLL
68.33333333,1722,175,50,0.044475901,0.066713852,0.048072167,0.072108251,0.045257287,0.067885931,CLL
68.33333333,1722,175,56,0.091823946,0.13773592,0.092644089,0.138966133,0.096846228,0.145269341,CLL
68.33333333,1722,181.5,40,0.013172507,0.019758761,0.013444543,0.020166814,0.025816023,0.038724035,CLL
68.33333333,1722,181.5,50,0.038543463,0.057815194,0.038668633,0.058002949,0.04698256,0.07047384,CLL
68.33333333,1722,181.5,56,0.062071714,0.093107571,0.064773307,0.09715996,0.090241007,0.13536151,CLL
68.33333333,1722,188,40,0.009753227,0.014629841,0.009541094,0.014311641,0.008565426,0.012848139,CLL
68.33333333,1722,188,50,0.01181519,0.017722785,0.01195693,0.017935395,0.008207335,0.012311003,CLL
68.33333333,1722,188,56,0.022374632,0.033561948,0.023091116,0.034636674,0.041722638,0.062583956,CLL
